iter	Logloss
679	0.04439296613
680	0.04428659494
681	0.04423295375
682	0.04405892508
683	0.04402199881
684	0.04391141183
685	0.04381222098
686	0.04366831316
687	0.0435597229
688	0.04344968087
689	0.04334347098
690	0.04321946498
691	0.04308235386
692	0.04297531564
693	0.0428550851
694	0.04277028983
695	0.04266977365
696	0.04256276594
697	0.04253168597
698	0.04246026611
699	0.04237080601
700	0.04230718994
701	0.04220596749
702	0.0421074088
703	0.04198968506
704	0.0419821167
705	0.04194917079
706	0.04192136928
707	0.04183646066
708	0.04172006662
709	0.0415935451
710	0.04141864014
711	0.04130585153
712	0.04124132429
713	0.04116255406
714	0.04107331194
715	0.04102115304
716	0.04090505545
717	0.04076934814
718	0.0406849714
719	0.04053131104
720	0.04049891009
721	0.0404883946
722	0.04047975377
723	0.04041863142
724	0.0404185791
725	0.04032908848
726	0.0402558245
727	0.04013185338
728	0.0400594526
729	0.04003347342
730	0.03994151524
731	0.03981021554
732	0.03967265974
733	0.03966813006
734	0.03958935111
735	0.03953268869
736	0.03951019287
737	0.0393730338
738	0.03936687796
739	0.03933287702
740	0.03922035871
741	0.03914713396
742	0.03907047381
743	0.03897838484
744	0.03889817592
745	0.03886761475
746	0.03875743321
747	0.03868905204
748	0.03866122001
749	0.0386232387
750	0.03855311802
751	0.0384860927
752	0.03840085275
753	0.03833359637
754	0.03828373064
755	0.03826981899
756	0.03815197318
757	0.03806138393
758	0.0380599714
759	0.03804989624
760	0.0380440979
761	0.03796777344
762	0.03788798305
763	0.03788605608
764	0.03780805315
765	0.037806924
766	0.0377308088
767	0.03771422032
768	0.03757366071
769	0.03751171875
770	0.03743322754
771	0.03737163435
772	0.03725227574
773	0.03722064209
774	0.03716006034
775	0.03713268607
776	0.03713230242
777	0.03710132708
778	0.03706598772
779	0.03695792934
780	0.03695659964
781	0.03690408761
782	0.03684810093
783	0.03679479109
784	0.03676025391
785	0.03667136056
786	0.03663280378
787	0.03658928571
788	0.03657223947
789	0.03649655151
790	0.03638429478
791	0.03635470145
792	0.03627056013
793	0.03618554252
794	0.03612255641
795	0.03602422224
796	0.03592431205
797	0.03588740322
798	0.03585426985
799	0.03575930786
800	0.0355977369
801	0.03552867998
802	0.03549513463
803	0.03537639509
804	0.0353142395
805	0.03519436646
806	0.03508072335
807	0.03498869106
808	0.03497866167
809	0.03487377276
810	0.03477895246
811	0.03473592704
812	0.03466581508
813	0.03457370649
814	0.03448819842
815	0.03445001657
816	0.03441207668
817	0.03433858817
818	0.03428940691
819	0.0342308306
820	0.03422053746
821	0.0341472386
822	0.0340440434
823	0.03404298401
824	0.03396755545
825	0.03390523856
826	0.03385426549
827	0.03378802708
828	0.03372513907
829	0.03363941956
830	0.03355223737
831	0.03350811768
832	0.03348380824
833	0.03338648333
834	0.0333200204
835	0.03324792045
836	0.03316295515
837	0.03308096313
838	0.03305625044
839	0.0329916905
840	0.03296495928
841	0.03296425956
842	0.03294037737
843	0.03284470912
844	0.03283803885
845	0.0327515128
846	0.03270773315
847	0.03270572117
848	0.03270523725
849	0.0326583252
850	0.03259926278
851	0.03253463091
852	0.03246284485
853	0.03236434065
854	0.03229162162
855	0.03223658534
856	0.03219407872
857	0.03219365583
858	0.03212276786
859	0.03205201067
860	0.03202516174
861	0.03195342364
862	0.03191183036
863	0.03182838658
864	0.03175770351
865	0.03169762094
866	0.03161635699
867	0.03156500898
868	0.03148231288
869	0.03147974069
870	0.03143197196
871	0.03134890311
872	0.03130337524
873	0.03122472491
874	0.0311283177
875	0.0310866503
876	0.03104935782
877	0.0310281917
878	0.03098564366
879	0.03088969639
880	0.03085952323
881	0.03085044207
882	0.03080251639
883	0.03073481533
884	0.03067094639
885	0.03063265773
886	0.0306080671
887	0.03054154968
888	0.03048716518
889	0.03044685364
890	0.03037304252
891	0.03029110936
892	0.03022850255
893	0.03016713606
894	0.03013776943
895	0.03008167594
896	0.02998944092
897	0.02991899327
898	0.02986916678
899	0.02981144496
900	0.02973051671
901	0.02969454738
902	0.02960018485
903	0.02952420698
904	0.02946624756
905	0.0293906359
906	0.02933825248
907	0.02933348301
908	0.02932423619
909	0.02927553449
910	0.02922728184
911	0.02922719029
912	0.02919220189
913	0.02916375514
914	0.02915917533
915	0.02913693237
916	0.02911261204
917	0.02911261422
918	0.02908202907
919	0.02908050755
920	0.02903967721
921	0.0289957101
922	0.02899518258
923	0.02898999895
924	0.02893593706
925	0.02893534633
926	0.02890243748
927	0.02886365618
928	0.02882934788
929	0.02881100464
930	0.02877928162
931	0.02873885018
932	0.02873883275
933	0.02872854832
934	0.02872407314
935	0.02871352713
936	0.0286819676
937	0.02864607893
938	0.02863325718
939	0.02858434841
940	0.02854382324
941	0.02849360439
942	0.02845854841
943	0.02841899109
944	0.02838305664
945	0.02835677229
946	0.02831370326
947	0.02829591152
948	0.02828355408
949	0.02823682513
950	0.02818973214
951	0.02818223354
952	0.02813925825
953	0.02813104684
954	0.02806196158
955	0.02802121408
956	0.02801176671
957	0.02794339207
958	0.02793687875
959	0.02791954259
960	0.02787290301
961	0.02783140346
962	0.02776389204
963	0.02771648298
964	0.02771320234
965	0.027679136
966	0.02767479379
967	0.02766817365
968	0.02766565377
969	0.02761168562
970	0.02758132281
971	0.02757493155
972	0.02754512242
973	0.02754174805
974	0.02752134923
975	0.02749962289
976	0.02745506941
977	0.0274027601
978	0.02739753069
979	0.02735693795
980	0.02735408674
981	0.02733625575
982	0.02729914856
983	0.02729370553
984	0.02724243164
985	0.02719727216
986	0.02716428266
987	0.02710901751
988	0.02710449873
989	0.02710161482
990	0.0270606733
991	0.02702004133
992	0.02697421265
993	0.02693889727
994	0.02688919503
995	0.02682424927
996	0.02680554635
997	0.02674727958
998	0.02673318045
999	0.02673016357
1000	0.02669781058
1001	0.02669223458
1002	0.02668644932
1003	0.02667946516
1004	0.0266696385
1005	0.0266345302
1006	0.02659473092
1007	0.02655829075
1008	0.02650450788
1009	0.02648146057
1010	0.02646432931
1011	0.02637530082
1012	0.02637364415
1013	0.02636895098
1014	0.02636477879
1015	0.0263399898
1016	0.02629702759
1017	0.02624078805
1018	0.02617562866
1019	0.02613426644
1020	0.02613013131
1021	0.02609783936
1022	0.02607382856
1023	0.02606772505
1024	0.02606338065
1025	0.02602907235
1026	0.02602615792
1027	0.02602278355
1028	0.02599940709
1029	0.02599658203
1030	0.02599077061
1031	0.02598743766
1032	0.02598050799
1033	0.02595577131
1034	0.02595297677
1035	0.02593559047
1036	0.0258974326
1037	0.02589506531
1038	0.02588851493
1039	0.0258656965
1040	0.02583003889
1041	0.02578482274
1042	0.02575198364
1043	0.02574873352
1044	0.02572102356
1045	0.02571366228
1046	0.02570814078
1047	0.02570190866
1048	0.02568912615
1049	0.02566123308
1050	0.02565854536
1051	0.02565683419
1052	0.02565466091
1053	0.02564609637
1054	0.02564254325
1055	0.02564124407
1056	0.02563643973
1057	0.02562240165
1058	0.02555726406
1059	0.02549699838
1060	0.02547417995
1061	0.02547197832
1062	0.02545527649
1063	0.02545189994
1064	0.02541734968
1065	0.0254135655
1066	0.02541031974
1067	0.02540091378
1068	0.02538038853
1069	0.02537409319
1070	0.02533278547
1071	0.02532000296
1072	0.02529247175
1073	0.02525267901
1074	0.02521808297
1075	0.02521529715
1076	0.0252124721
1077	0.02520945304
1078	0.02520489284
1079	0.02519940186
1080	0.02515315901
1081	0.02515230887
1082	0.02511793736
1083	0.02505575562
1084	0.02502466692
1085	0.02500640433
1086	0.02500087629
1087	0.02496731567
1088	0.02493750436
1089	0.02490391323
1090	0.02489859663
1091	0.02484265137
1092	0.02480983189
1093	0.02475440543
1094	0.02472693743
1095	0.02468941825
1096	0.02466408866
1097	0.02462506104
1098	0.02461754499
1099	0.02456619045
1100	0.0245300402
1101	0.02450415693
1102	0.02446607317
1103	0.0244450858
1104	0.02441271101
1105	0.0243933476
1106	0.02436130851
1107	0.02432967486
1108	0.02427838571
1109	0.02424130685
1110	0.02422154018
1111	0.02421656799
1112	0.02421383013
1113	0.02419241769
1114	0.02416510882
1115	0.02416139875
1116	0.02415607125
1117	0.02410695975
1118	0.02408345904
1119	0.02404279
1120	0.02401630075
1121	0.02397055926
1122	0.02393692889
1123	0.02392572457
1124	0.02388747297
1125	0.02388483756
1126	0.02387215751
1127	0.02384339251
1128	0.02379561724
1129	0.0237946167
1130	0.02378996931
1131	0.02374188232
1132	0.02369372995
1133	0.02365453448
1134	0.02362942069
1135	0.023580113
1136	0.02355771746
1137	0.02354175459
1138	0.02347593253
1139	0.02342744664
1140	0.02339343916
1141	0.02337076024
1142	0.02332600403
1143	0.02327026367
1144	0.02324098206
1145	0.02323802839
1146	0.02321030971
1147	0.0231837507
1148	0.02318287877
1149	0.02315914917
1150	0.02312185015
1151	0.02310164969
1152	0.02308289228
1153	0.02303379168
1154	0.02299399894
1155	0.02297705296
1156	0.02295190648
1157	0.02294529942
1158	0.02290084839
1159	0.02286011614
1160	0.02279942104
1161	0.02279784284
1162	0.0227625994
1163	0.02273778861
1164	0.02271438163
1165	0.02267472185
1166	0.02265034921
1167	0.02262282889
1168	0.02259540449
1169	0.02255610003
1170	0.0225519758
1171	0.02253530884
1172	0.02247970145
1173	0.02245696586
1174	0.02242641122
1175	0.02242554583
1176	0.02237474278
1177	0.02234262957
1178	0.0223062221
1179	0.02229505266
1180	0.02225663757
1181	0.02225055804
1182	0.02223847743
1183	0.02218659755
1184	0.02213698687
1185	0.02212086051
1186	0.02207639858
1187	0.02201900373
1188	0.02198318263
1189	0.0219523795
1190	0.02191400582
1191	0.02187261091
1192	0.02182564436
1193	0.02178473554
1194	0.02174540492
1195	0.02172433908
1196	0.021675851
1197	0.02163940212
1198	0.0216106938
1199	0.02157258824
1200	0.02153254482
1201	0.02149560547
1202	0.02146466718
1203	0.02145094299
1204	0.02142699323
1205	0.02139501735
1206	0.02138571167
1207	0.02137685503
1208	0.02134487697
1209	0.02130274745
1210	0.02126576233
1211	0.02123263986
1212	0.02120530047
1213	0.02117252023
1214	0.02115667943
1215	0.02111584037
1216	0.0211038753
1217	0.02109957886
1218	0.02105997794
1219	0.02102032907
1220	0.02100911822
1221	0.02097976031
1222	0.02095821272
1223	0.02095528521
1224	0.02094927107
1225	0.02092768206
1226	0.02090574428
1227	0.02088480486
1228	0.02086733355
1229	0.02084570313
1230	0.02084172058
1231	0.02080722482
1232	0.02077333505
1233	0.02074810355
1234	0.02071307373
1235	0.02067877633
1236	0.02067740522
1237	0.02065552848
1238	0.02062714713
1239	0.02061580113
1240	0.0206141837
1241	0.02061344474
1242	0.02059614345
1243	0.02059425572
1244	0.02059391567
1245	0.02057352992
1246	0.02054792132
1247	0.02052539498
1248	0.02052378845
1249	0.02049681091
1250	0.0204791347
1251	0.02043735831
1252	0.02041127668
1253	0.02037763323
1254	0.02034158761
1255	0.02032948957
1256	0.02029918562
1257	0.02027346148
1258	0.02026602391
1259	0.0202550354
1260	0.02021371678
1261	0.02017525373
1262	0.02017447771
1263	0.02015750994
1264	0.02015649632
1265	0.02012621634
1266	0.02010071237
1267	0.02007177516
1268	0.02004939052
1269	0.02003909302
1270	0.0200350211
1271	0.02001924787
1272	0.02000648499
1273	0.01996966989
1274	0.01996848406
1275	0.0199309954
1276	0.01992951093
1277	0.01988567243
1278	0.01988414219
1279	0.01985852487
1280	0.01984432329
1281	0.01983779907
1282	0.0198333544
1283	0.01981205967
1284	0.01978501674
1285	0.0197739563
1286	0.01975387355
1287	0.01975290789
1288	0.01972977557
1289	0.01972532436
1290	0.01969307818
1291	0.01966068377
1292	0.01963644845
1293	0.01960629926
1294	0.01959854562
1295	0.0195754133
1296	0.0195698591
1297	0.01954038348
1298	0.01952301461
1299	0.01950230626
1300	0.01949737113
1301	0.01946602086
1302	0.01946576582
1303	0.01944496155
1304	0.01942738124
1305	0.0193969138
1306	0.01938035801
1307	0.01934717015
1308	0.01932495117
1309	0.01932012503
1310	0.0192895595
1311	0.01926441302
1312	0.01926399449
1313	0.01923173741
1314	0.01918825422
1315	0.01915397862
1316	0.01912775094
1317	0.01911454555
1318	0.01908967808
1319	0.01908774458
1320	0.01906995937
1321	0.01906514631
1322	0.01903218079
1323	0.01900147574
1324	0.01897971889
1325	0.01895237078
1326	0.01892321123
1327	0.0189011492
1328	0.01887843105
1329	0.01887576948
1330	0.01885066441
1331	0.01883366176
1332	0.01879391915
1333	0.01877073669
1334	0.01873343985
1335	0.01870454407
1336	0.01868652562
1337	0.01866800581
1338	0.01864985439
1339	0.01864830453
1340	0.01860597229
1341	0.01859140887
1342	0.01857844325
1343	0.01854739162
